DoctorID,Region,Specialization,Disease,Drug,NumPrescriptions
Doc_139,Bangalore,Endocrinologist,Asthma,Montelukast,435
Doc_139,Bangalore,Endocrinologist,Diabetes,Glipizide,380
Doc_139,Bangalore,Endocrinologist,Heart Disease,Atorvastatin,255
Doc_139,Bangalore,Endocrinologist,Cancer,Paclitaxel,277
Doc_139,Bangalore,Endocrinologist,Stroke,Clopidogrel,246
Doc_140,Ahmedabad,Dermatologist,Diabetes,Insulin,11
Doc_141,Chennai,Dermatologist,Heart Disease,Atorvastatin,240
Doc_141,Chennai,Dermatologist,Hypertension,Losartan,93
Doc_141,Chennai,Dermatologist,Asthma,Budesonide,240
Doc_141,Chennai,Dermatologist,Liver Disease,Tenofovir,154
Doc_141,Chennai,Dermatologist,Skin Infection,Amoxicillin,354
Doc_142,Pune,General Physician,Hypertension,Metoprolol,312
Doc_142,Pune,General Physician,Asthma,Budesonide,404
Doc_142,Pune,General Physician,Stroke,Clopidogrel,204
Doc_142,Pune,General Physician,Liver Disease,Ursodeoxycholic Acid,279
Doc_142,Pune,General Physician,Skin Infection,Clindamycin,102
Doc_143,Jaipur,Cardiologist,Stroke,Alteplase,293
Doc_143,Jaipur,Cardiologist,Cancer,Cisplatin,116
Doc_143,Jaipur,Cardiologist,Hypertension,Amlodipine,184
Doc_143,Jaipur,Cardiologist,Heart Disease,Atorvastatin,213
Doc_143,Jaipur,Cardiologist,Diabetes,Metformin,314
Doc_144,Ahmedabad,Pulmonologist,Heart Disease,Aspirin,379
Doc_144,Ahmedabad,Pulmonologist,Hypertension,Amlodipine,139
Doc_144,Ahmedabad,Pulmonologist,Diabetes,Glipizide,302
Doc_144,Ahmedabad,Pulmonologist,Asthma,Salbutamol,294
Doc_145,Kolkata,General Physician,Skin Infection,Clindamycin,21
Doc_145,Kolkata,General Physician,Hypertension,Amlodipine,285
Doc_145,Kolkata,General Physician,Cancer,Paclitaxel,251
Doc_145,Kolkata,General Physician,Stroke,Clopidogrel,308
Doc_145,Kolkata,General Physician,Diabetes,Metformin,491
Doc_146,Pune,Dermatologist,Diabetes,Glipizide,160
Doc_147,Bangalore,Gastroenterologist,Cancer,Doxorubicin,166
Doc_147,Bangalore,Gastroenterologist,Stroke,Warfarin,14
Doc_148,Hyderabad,Oncologist,Liver Disease,Silymarin,475
Doc_148,Hyderabad,Oncologist,Heart Disease,Clopidogrel,35
Doc_149,Ahmedabad,Cardiologist,Hypertension,Losartan,296
Doc_149,Ahmedabad,Cardiologist,Liver Disease,Silymarin,62
Doc_149,Ahmedabad,Cardiologist,Heart Disease,Aspirin,370
Doc_149,Ahmedabad,Cardiologist,Cancer,Doxorubicin,455
Doc_150,Pune,Gastroenterologist,Hypertension,Amlodipine,168
Doc_151,Bangalore,Endocrinologist,Diabetes,Metformin,406
Doc_151,Bangalore,Endocrinologist,Heart Disease,Clopidogrel,288
Doc_151,Bangalore,Endocrinologist,Cancer,Paclitaxel,374
Doc_151,Bangalore,Endocrinologist,Hypertension,Losartan,138
Doc_151,Bangalore,Endocrinologist,Asthma,Montelukast,319
Doc_152,Jaipur,Dermatologist,Cancer,Cisplatin,426
Doc_153,Mumbai,General Physician,Diabetes,Glipizide,339
Doc_153,Mumbai,General Physician,Heart Disease,Atorvastatin,439
Doc_153,Mumbai,General Physician,Cancer,Cisplatin,12
Doc_153,Mumbai,General Physician,Skin Infection,Clindamycin,291
Doc_154,Hyderabad,Pulmonologist,Liver Disease,Tenofovir,302
Doc_154,Hyderabad,Pulmonologist,Asthma,Montelukast,309
Doc_154,Hyderabad,Pulmonologist,Cancer,Paclitaxel,52
Doc_154,Hyderabad,Pulmonologist,Stroke,Clopidogrel,335
Doc_154,Hyderabad,Pulmonologist,Skin Infection,Mupirocin,373
Doc_155,Chennai,Oncologist,Stroke,Warfarin,212
Doc_155,Chennai,Oncologist,Hypertension,Amlodipine,280
Doc_155,Chennai,Oncologist,Diabetes,Glipizide,150
Doc_156,Delhi,Endocrinologist,Stroke,Clopidogrel,300
Doc_156,Delhi,Endocrinologist,Hypertension,Losartan,429
Doc_156,Delhi,Endocrinologist,Cancer,Doxorubicin,155
Doc_156,Delhi,Endocrinologist,Diabetes,Metformin,442
Doc_156,Delhi,Endocrinologist,Asthma,Budesonide,141
Doc_157,Jaipur,Neurologist,Heart Disease,Clopidogrel,80
Doc_157,Jaipur,Neurologist,Stroke,Alteplase,321
Doc_157,Jaipur,Neurologist,Diabetes,Metformin,435
Doc_158,Lucknow,Gastroenterologist,Asthma,Montelukast,56
Doc_158,Lucknow,Gastroenterologist,Hypertension,Metoprolol,150
Doc_158,Lucknow,Gastroenterologist,Heart Disease,Aspirin,415
Doc_158,Lucknow,Gastroenterologist,Cancer,Doxorubicin,286
Doc_159,Jaipur,Endocrinologist,Skin Infection,Amoxicillin,161
Doc_160,Lucknow,General Physician,Diabetes,Glipizide,354
Doc_160,Lucknow,General Physician,Cancer,Doxorubicin,412
Doc_160,Lucknow,General Physician,Stroke,Warfarin,490
Doc_160,Lucknow,General Physician,Heart Disease,Atorvastatin,251
Doc_160,Lucknow,General Physician,Liver Disease,Silymarin,184
Doc_161,Delhi,Pulmonologist,Skin Infection,Mupirocin,428
Doc_161,Delhi,Pulmonologist,Asthma,Montelukast,169
Doc_162,Lucknow,Cardiologist,Skin Infection,Clindamycin,94
Doc_162,Lucknow,Cardiologist,Liver Disease,Ursodeoxycholic Acid,332
Doc_162,Lucknow,Cardiologist,Asthma,Salbutamol,383
Doc_162,Lucknow,Cardiologist,Hypertension,Amlodipine,176
Doc_162,Lucknow,Cardiologist,Cancer,Paclitaxel,250
Doc_163,Kolkata,Gastroenterologist,Diabetes,Metformin,176
Doc_163,Kolkata,Gastroenterologist,Cancer,Cisplatin,45
Doc_163,Kolkata,Gastroenterologist,Liver Disease,Tenofovir,362
Doc_163,Kolkata,Gastroenterologist,Heart Disease,Atorvastatin,82
Doc_164,Hyderabad,Cardiologist,Asthma,Salbutamol,36
Doc_164,Hyderabad,Cardiologist,Liver Disease,Ursodeoxycholic Acid,273
Doc_164,Hyderabad,Cardiologist,Cancer,Doxorubicin,209
Doc_164,Hyderabad,Cardiologist,Stroke,Clopidogrel,76
Doc_165,Lucknow,General Physician,Liver Disease,Ursodeoxycholic Acid,295
Doc_165,Lucknow,General Physician,Heart Disease,Aspirin,309
Doc_166,Bangalore,Dermatologist,Asthma,Salbutamol,64
Doc_166,Bangalore,Dermatologist,Stroke,Warfarin,409
Doc_166,Bangalore,Dermatologist,Skin Infection,Clindamycin,153
Doc_166,Bangalore,Dermatologist,Liver Disease,Tenofovir,246
Doc_166,Bangalore,Dermatologist,Hypertension,Metoprolol,357
Doc_167,Ahmedabad,Neurologist,Asthma,Budesonide,463
Doc_167,Ahmedabad,Neurologist,Cancer,Paclitaxel,475
Doc_167,Ahmedabad,Neurologist,Heart Disease,Atorvastatin,297
Doc_167,Ahmedabad,Neurologist,Hypertension,Losartan,281
Doc_167,Ahmedabad,Neurologist,Stroke,Alteplase,235
Doc_168,Bangalore,Cardiologist,Skin Infection,Amoxicillin,466
Doc_168,Bangalore,Cardiologist,Stroke,Warfarin,340
Doc_169,Bangalore,Neurologist,Liver Disease,Silymarin,351
Doc_169,Bangalore,Neurologist,Diabetes,Glipizide,253
Doc_170,Mumbai,Endocrinologist,Diabetes,Insulin,76
Doc_170,Mumbai,Endocrinologist,Cancer,Doxorubicin,445
Doc_171,Jaipur,Oncologist,Diabetes,Glipizide,285
Doc_171,Jaipur,Oncologist,Skin Infection,Clindamycin,265
Doc_171,Jaipur,Oncologist,Heart Disease,Aspirin,34
Doc_171,Jaipur,Oncologist,Stroke,Alteplase,290
Doc_171,Jaipur,Oncologist,Cancer,Cisplatin,319
Doc_172,Bangalore,Oncologist,Hypertension,Losartan,434
Doc_173,Jaipur,Dermatologist,Cancer,Cisplatin,182
Doc_173,Jaipur,Dermatologist,Stroke,Clopidogrel,40
Doc_173,Jaipur,Dermatologist,Asthma,Budesonide,29
Doc_173,Jaipur,Dermatologist,Diabetes,Insulin,486
Doc_173,Jaipur,Dermatologist,Skin Infection,Amoxicillin,399
Doc_174,Pune,Pulmonologist,Stroke,Clopidogrel,139
Doc_174,Pune,Pulmonologist,Diabetes,Glipizide,276
Doc_174,Pune,Pulmonologist,Skin Infection,Mupirocin,262
Doc_175,Ahmedabad,Oncologist,Heart Disease,Aspirin,199
Doc_176,Delhi,Oncologist,Stroke,Alteplase,317
Doc_176,Delhi,Oncologist,Hypertension,Losartan,317
Doc_176,Delhi,Oncologist,Asthma,Budesonide,240
Doc_176,Delhi,Oncologist,Heart Disease,Atorvastatin,72
Doc_177,Bangalore,Oncologist,Stroke,Alteplase,238
Doc_177,Bangalore,Oncologist,Diabetes,Metformin,95
Doc_177,Bangalore,Oncologist,Heart Disease,Aspirin,192
Doc_177,Bangalore,Oncologist,Hypertension,Metoprolol,71
Doc_177,Bangalore,Oncologist,Skin Infection,Clindamycin,414
Doc_178,Hyderabad,Oncologist,Stroke,Clopidogrel,483
Doc_178,Hyderabad,Oncologist,Asthma,Salbutamol,222
Doc_178,Hyderabad,Oncologist,Skin Infection,Amoxicillin,347
Doc_178,Hyderabad,Oncologist,Diabetes,Metformin,182
Doc_178,Hyderabad,Oncologist,Heart Disease,Atorvastatin,492
Doc_179,Chennai,Pulmonologist,Diabetes,Metformin,236
Doc_179,Chennai,Pulmonologist,Asthma,Salbutamol,230
Doc_179,Chennai,Pulmonologist,Heart Disease,Aspirin,431
Doc_179,Chennai,Pulmonologist,Cancer,Doxorubicin,30
Doc_179,Chennai,Pulmonologist,Liver Disease,Silymarin,406
Doc_180,Jaipur,Gastroenterologist,Skin Infection,Clindamycin,19
Doc_181,Lucknow,Gastroenterologist,Diabetes,Glipizide,452
Doc_181,Lucknow,Gastroenterologist,Stroke,Alteplase,209
Doc_181,Lucknow,Gastroenterologist,Hypertension,Amlodipine,88
Doc_181,Lucknow,Gastroenterologist,Cancer,Paclitaxel,453
Doc_182,Ahmedabad,Dermatologist,Asthma,Montelukast,96
Doc_182,Ahmedabad,Dermatologist,Hypertension,Amlodipine,394
Doc_182,Ahmedabad,Dermatologist,Stroke,Warfarin,444
Doc_183,Ahmedabad,Cardiologist,Stroke,Warfarin,400
Doc_183,Ahmedabad,Cardiologist,Diabetes,Insulin,37
Doc_183,Ahmedabad,Cardiologist,Cancer,Cisplatin,451
Doc_183,Ahmedabad,Cardiologist,Asthma,Budesonide,270
Doc_183,Ahmedabad,Cardiologist,Liver Disease,Ursodeoxycholic Acid,361
Doc_184,Hyderabad,Oncologist,Heart Disease,Atorvastatin,460
Doc_184,Hyderabad,Oncologist,Skin Infection,Clindamycin,301
Doc_184,Hyderabad,Oncologist,Asthma,Budesonide,333
Doc_184,Hyderabad,Oncologist,Hypertension,Amlodipine,114
Doc_185,Jaipur,Endocrinologist,Diabetes,Metformin,278
Doc_185,Jaipur,Endocrinologist,Cancer,Paclitaxel,169
Doc_186,Pune,General Physician,Skin Infection,Clindamycin,133
Doc_186,Pune,General Physician,Stroke,Clopidogrel,482
Doc_187,Hyderabad,Pulmonologist,Hypertension,Losartan,131
Doc_187,Hyderabad,Pulmonologist,Stroke,Warfarin,128
Doc_187,Hyderabad,Pulmonologist,Liver Disease,Silymarin,277
Doc_187,Hyderabad,Pulmonologist,Cancer,Doxorubicin,440
Doc_188,Chennai,Dermatologist,Diabetes,Glipizide,95
Doc_188,Chennai,Dermatologist,Hypertension,Amlodipine,244
Doc_188,Chennai,Dermatologist,Asthma,Salbutamol,31
Doc_188,Chennai,Dermatologist,Heart Disease,Aspirin,278
Doc_188,Chennai,Dermatologist,Skin Infection,Amoxicillin,267
Doc_189,Chennai,Oncologist,Stroke,Alteplase,430
Doc_189,Chennai,Oncologist,Heart Disease,Clopidogrel,362
Doc_189,Chennai,Oncologist,Cancer,Doxorubicin,200
Doc_189,Chennai,Oncologist,Diabetes,Insulin,28
Doc_190,Kolkata,Pulmonologist,Asthma,Montelukast,270
Doc_191,Mumbai,Pulmonologist,Heart Disease,Aspirin,393
Doc_191,Mumbai,Pulmonologist,Skin Infection,Mupirocin,240
Doc_191,Mumbai,Pulmonologist,Stroke,Clopidogrel,420
Doc_192,Jaipur,Gastroenterologist,Liver Disease,Silymarin,21
Doc_192,Jaipur,Gastroenterologist,Asthma,Budesonide,471
Doc_192,Jaipur,Gastroenterologist,Stroke,Clopidogrel,130
Doc_192,Jaipur,Gastroenterologist,Heart Disease,Atorvastatin,446
Doc_192,Jaipur,Gastroenterologist,Hypertension,Metoprolol,29
Doc_193,Delhi,Oncologist,Diabetes,Glipizide,236
Doc_193,Delhi,Oncologist,Asthma,Budesonide,302
Doc_193,Delhi,Oncologist,Cancer,Doxorubicin,478
Doc_194,Ahmedabad,Oncologist,Liver Disease,Silymarin,29
Doc_194,Ahmedabad,Oncologist,Asthma,Montelukast,128
Doc_194,Ahmedabad,Oncologist,Diabetes,Metformin,13
Doc_194,Ahmedabad,Oncologist,Heart Disease,Clopidogrel,23
Doc_194,Ahmedabad,Oncologist,Skin Infection,Amoxicillin,225
Doc_195,Lucknow,Oncologist,Diabetes,Insulin,69
Doc_195,Lucknow,Oncologist,Heart Disease,Clopidogrel,314
Doc_195,Lucknow,Oncologist,Liver Disease,Tenofovir,375
Doc_195,Lucknow,Oncologist,Asthma,Salbutamol,415
Doc_196,Lucknow,Neurologist,Stroke,Warfarin,122
Doc_196,Lucknow,Neurologist,Diabetes,Glipizide,490
Doc_196,Lucknow,Neurologist,Hypertension,Amlodipine,328
Doc_196,Lucknow,Neurologist,Liver Disease,Tenofovir,260
Doc_196,Lucknow,Neurologist,Heart Disease,Clopidogrel,312
Doc_197,Jaipur,Pulmonologist,Hypertension,Losartan,408
Doc_197,Jaipur,Pulmonologist,Cancer,Doxorubicin,56
Doc_197,Jaipur,Pulmonologist,Asthma,Montelukast,133
Doc_197,Jaipur,Pulmonologist,Heart Disease,Atorvastatin,368
Doc_197,Jaipur,Pulmonologist,Skin Infection,Amoxicillin,99
Doc_198,Jaipur,Pulmonologist,Skin Infection,Clindamycin,263
Doc_198,Jaipur,Pulmonologist,Cancer,Cisplatin,207
Doc_198,Jaipur,Pulmonologist,Diabetes,Insulin,374
Doc_198,Jaipur,Pulmonologist,Stroke,Warfarin,254
Doc_198,Jaipur,Pulmonologist,Heart Disease,Clopidogrel,435
Doc_199,Lucknow,General Physician,Stroke,Clopidogrel,270
Doc_199,Lucknow,General Physician,Asthma,Budesonide,99
Doc_199,Lucknow,General Physician,Hypertension,Metoprolol,240
Doc_199,Lucknow,General Physician,Cancer,Cisplatin,428
Doc_199,Lucknow,General Physician,Diabetes,Metformin,289
Doc_200,Bangalore,Neurologist,Hypertension,Amlodipine,93
Doc_201,Bangalore,Dermatologist,Liver Disease,Ursodeoxycholic Acid,229
Doc_201,Bangalore,Dermatologist,Diabetes,Glipizide,129
Doc_201,Bangalore,Dermatologist,Heart Disease,Aspirin,345
Doc_201,Bangalore,Dermatologist,Asthma,Budesonide,488
Doc_202,Jaipur,Dermatologist,Liver Disease,Silymarin,372
Doc_202,Jaipur,Dermatologist,Cancer,Doxorubicin,30
Doc_202,Jaipur,Dermatologist,Hypertension,Metoprolol,426
Doc_202,Jaipur,Dermatologist,Stroke,Clopidogrel,16
Doc_203,Pune,Gastroenterologist,Asthma,Budesonide,174
Doc_203,Pune,Gastroenterologist,Diabetes,Glipizide,30
Doc_203,Pune,Gastroenterologist,Liver Disease,Tenofovir,78
Doc_204,Kolkata,Endocrinologist,Heart Disease,Atorvastatin,405
Doc_204,Kolkata,Endocrinologist,Hypertension,Amlodipine,454
Doc_204,Kolkata,Endocrinologist,Skin Infection,Clindamycin,170
Doc_204,Kolkata,Endocrinologist,Cancer,Paclitaxel,126
Doc_204,Kolkata,Endocrinologist,Stroke,Alteplase,499
Doc_205,Kolkata,Neurologist,Asthma,Montelukast,178
Doc_206,Hyderabad,Cardiologist,Asthma,Budesonide,14
Doc_207,Hyderabad,Gastroenterologist,Skin Infection,Mupirocin,85
Doc_208,Ahmedabad,Neurologist,Skin Infection,Mupirocin,41
Doc_208,Ahmedabad,Neurologist,Cancer,Doxorubicin,286
Doc_208,Ahmedabad,Neurologist,Diabetes,Glipizide,392
Doc_208,Ahmedabad,Neurologist,Heart Disease,Aspirin,381
Doc_209,Ahmedabad,Gastroenterologist,Heart Disease,Aspirin,498
Doc_209,Ahmedabad,Gastroenterologist,Diabetes,Glipizide,293
Doc_209,Ahmedabad,Gastroenterologist,Asthma,Montelukast,378
Doc_209,Ahmedabad,Gastroenterologist,Hypertension,Amlodipine,75
Doc_209,Ahmedabad,Gastroenterologist,Liver Disease,Ursodeoxycholic Acid,257
Doc_210,Delhi,Gastroenterologist,Liver Disease,Silymarin,288
Doc_210,Delhi,Gastroenterologist,Stroke,Clopidogrel,388
Doc_210,Delhi,Gastroenterologist,Heart Disease,Clopidogrel,436
Doc_210,Delhi,Gastroenterologist,Cancer,Paclitaxel,206
Doc_211,Ahmedabad,Pulmonologist,Hypertension,Metoprolol,81
Doc_211,Ahmedabad,Pulmonologist,Asthma,Montelukast,402
Doc_212,Ahmedabad,Endocrinologist,Diabetes,Metformin,396
Doc_212,Ahmedabad,Endocrinologist,Heart Disease,Clopidogrel,268
Doc_213,Pune,General Physician,Hypertension,Losartan,269
Doc_214,Hyderabad,Neurologist,Cancer,Paclitaxel,138
Doc_214,Hyderabad,Neurologist,Stroke,Warfarin,118
Doc_214,Hyderabad,Neurologist,Heart Disease,Aspirin,30
Doc_215,Pune,Pulmonologist,Cancer,Cisplatin,362
Doc_215,Pune,Pulmonologist,Heart Disease,Aspirin,413
Doc_215,Pune,Pulmonologist,Skin Infection,Clindamycin,163
Doc_215,Pune,Pulmonologist,Diabetes,Insulin,142
Doc_216,Jaipur,Pulmonologist,Heart Disease,Atorvastatin,440
Doc_216,Jaipur,Pulmonologist,Hypertension,Losartan,222
Doc_217,Hyderabad,General Physician,Diabetes,Metformin,426
Doc_217,Hyderabad,General Physician,Asthma,Budesonide,172
Doc_217,Hyderabad,General Physician,Cancer,Paclitaxel,50
Doc_217,Hyderabad,General Physician,Liver Disease,Ursodeoxycholic Acid,440
Doc_218,Lucknow,General Physician,Liver Disease,Tenofovir,280
Doc_219,Delhi,Cardiologist,Stroke,Alteplase,463
Doc_219,Delhi,Cardiologist,Diabetes,Metformin,157
Doc_219,Delhi,Cardiologist,Liver Disease,Tenofovir,465
Doc_219,Delhi,Cardiologist,Skin Infection,Mupirocin,352
Doc_220,Delhi,Pulmonologist,Hypertension,Losartan,446
Doc_220,Delhi,Pulmonologist,Skin Infection,Amoxicillin,151
Doc_221,Kolkata,Cardiologist,Cancer,Paclitaxel,228
Doc_221,Kolkata,Cardiologist,Liver Disease,Tenofovir,452
Doc_221,Kolkata,Cardiologist,Stroke,Clopidogrel,363
Doc_222,Hyderabad,Neurologist,Diabetes,Metformin,93
Doc_222,Hyderabad,Neurologist,Skin Infection,Clindamycin,290
Doc_222,Hyderabad,Neurologist,Liver Disease,Ursodeoxycholic Acid,163
Doc_222,Hyderabad,Neurologist,Hypertension,Losartan,224
Doc_223,Jaipur,General Physician,Cancer,Paclitaxel,215
Doc_223,Jaipur,General Physician,Stroke,Warfarin,82
Doc_223,Jaipur,General Physician,Heart Disease,Clopidogrel,133
Doc_224,Jaipur,Pulmonologist,Asthma,Salbutamol,274
Doc_224,Jaipur,Pulmonologist,Hypertension,Amlodipine,385
Doc_224,Jaipur,Pulmonologist,Liver Disease,Tenofovir,151
Doc_225,Chennai,General Physician,Heart Disease,Aspirin,485
Doc_226,Jaipur,Dermatologist,Stroke,Warfarin,44
Doc_227,Pune,Dermatologist,Hypertension,Amlodipine,210
Doc_227,Pune,Dermatologist,Stroke,Warfarin,402
Doc_227,Pune,Dermatologist,Diabetes,Glipizide,474
Doc_227,Pune,Dermatologist,Cancer,Cisplatin,225
Doc_227,Pune,Dermatologist,Asthma,Salbutamol,17
Doc_228,Kolkata,Oncologist,Heart Disease,Aspirin,102
Doc_228,Kolkata,Oncologist,Cancer,Cisplatin,241
Doc_228,Kolkata,Oncologist,Hypertension,Losartan,316
Doc_228,Kolkata,Oncologist,Asthma,Salbutamol,285
Doc_229,Delhi,Pulmonologist,Heart Disease,Aspirin,203
Doc_229,Delhi,Pulmonologist,Hypertension,Metoprolol,356
Doc_229,Delhi,Pulmonologist,Asthma,Salbutamol,370
Doc_229,Delhi,Pulmonologist,Diabetes,Insulin,81
Doc_230,Hyderabad,Neurologist,Asthma,Montelukast,145
Doc_231,Lucknow,Cardiologist,Cancer,Cisplatin,441
Doc_232,Bangalore,Gastroenterologist,Asthma,Montelukast,145
Doc_233,Bangalore,Pulmonologist,Skin Infection,Clindamycin,372
Doc_234,Jaipur,Cardiologist,Hypertension,Amlodipine,192
Doc_234,Jaipur,Cardiologist,Stroke,Alteplase,48
Doc_234,Jaipur,Cardiologist,Skin Infection,Mupirocin,201
Doc_234,Jaipur,Cardiologist,Asthma,Montelukast,156
Doc_234,Jaipur,Cardiologist,Heart Disease,Clopidogrel,342
Doc_235,Mumbai,Gastroenterologist,Liver Disease,Silymarin,426
Doc_235,Mumbai,Gastroenterologist,Hypertension,Metoprolol,99
Doc_235,Mumbai,Gastroenterologist,Cancer,Doxorubicin,485
Doc_235,Mumbai,Gastroenterologist,Diabetes,Metformin,462
Doc_236,Kolkata,Neurologist,Stroke,Clopidogrel,333
Doc_236,Kolkata,Neurologist,Asthma,Montelukast,170
Doc_236,Kolkata,Neurologist,Heart Disease,Aspirin,429
Doc_236,Kolkata,Neurologist,Hypertension,Metoprolol,494
Doc_236,Kolkata,Neurologist,Skin Infection,Amoxicillin,248
Doc_237,Mumbai,Pulmonologist,Heart Disease,Aspirin,211
Doc_237,Mumbai,Pulmonologist,Skin Infection,Mupirocin,316
Doc_238,Lucknow,Neurologist,Heart Disease,Clopidogrel,463
Doc_238,Lucknow,Neurologist,Hypertension,Losartan,126
Doc_239,Hyderabad,General Physician,Hypertension,Amlodipine,320
Doc_239,Hyderabad,General Physician,Cancer,Doxorubicin,472
Doc_240,Chennai,Dermatologist,Asthma,Budesonide,116
Doc_241,Bangalore,General Physician,Liver Disease,Tenofovir,460
Doc_241,Bangalore,General Physician,Asthma,Montelukast,165
Doc_241,Bangalore,General Physician,Skin Infection,Mupirocin,50
Doc_241,Bangalore,General Physician,Stroke,Warfarin,32
Doc_241,Bangalore,General Physician,Hypertension,Losartan,57
Doc_242,Jaipur,Neurologist,Heart Disease,Atorvastatin,430
Doc_242,Jaipur,Neurologist,Stroke,Warfarin,202
Doc_242,Jaipur,Neurologist,Asthma,Montelukast,157
Doc_242,Jaipur,Neurologist,Cancer,Doxorubicin,166
Doc_243,Pune,Pulmonologist,Heart Disease,Atorvastatin,73
Doc_243,Pune,Pulmonologist,Hypertension,Losartan,401
Doc_243,Pune,Pulmonologist,Skin Infection,Clindamycin,185
Doc_244,Mumbai,Oncologist,Skin Infection,Amoxicillin,84
Doc_244,Mumbai,Oncologist,Liver Disease,Ursodeoxycholic Acid,269
Doc_244,Mumbai,Oncologist,Asthma,Budesonide,164
Doc_244,Mumbai,Oncologist,Stroke,Warfarin,372
Doc_245,Lucknow,General Physician,Cancer,Cisplatin,131
Doc_245,Lucknow,General Physician,Diabetes,Glipizide,46
Doc_246,Chennai,General Physician,Liver Disease,Ursodeoxycholic Acid,440
Doc_246,Chennai,General Physician,Asthma,Salbutamol,410
Doc_246,Chennai,General Physician,Cancer,Doxorubicin,233
Doc_246,Chennai,General Physician,Heart Disease,Atorvastatin,77
Doc_247,Chennai,Cardiologist,Cancer,Doxorubicin,396
Doc_248,Pune,Gastroenterologist,Stroke,Warfarin,30
Doc_248,Pune,Gastroenterologist,Skin Infection,Mupirocin,368
Doc_248,Pune,Gastroenterologist,Liver Disease,Tenofovir,394
Doc_248,Pune,Gastroenterologist,Cancer,Cisplatin,289
Doc_248,Pune,Gastroenterologist,Heart Disease,Atorvastatin,492
Doc_249,Pune,General Physician,Stroke,Alteplase,223
Doc_249,Pune,General Physician,Cancer,Doxorubicin,161
Doc_249,Pune,General Physician,Hypertension,Amlodipine,284
Doc_249,Pune,General Physician,Skin Infection,Amoxicillin,496
Doc_250,Ahmedabad,Pulmonologist,Hypertension,Metoprolol,363
Doc_250,Ahmedabad,Pulmonologist,Liver Disease,Silymarin,319
Doc_250,Ahmedabad,Pulmonologist,Stroke,Clopidogrel,56
Doc_250,Ahmedabad,Pulmonologist,Cancer,Doxorubicin,158
Doc_250,Ahmedabad,Pulmonologist,Asthma,Montelukast,404
Doc_251,Chennai,Cardiologist,Heart Disease,Aspirin,156
Doc_251,Chennai,Cardiologist,Asthma,Budesonide,313
Doc_251,Chennai,Cardiologist,Liver Disease,Ursodeoxycholic Acid,192
Doc_251,Chennai,Cardiologist,Cancer,Doxorubicin,237
Doc_252,Mumbai,Neurologist,Heart Disease,Clopidogrel,471
Doc_252,Mumbai,Neurologist,Skin Infection,Mupirocin,91
Doc_252,Mumbai,Neurologist,Stroke,Warfarin,184
Doc_253,Bangalore,Oncologist,Hypertension,Amlodipine,378
Doc_253,Bangalore,Oncologist,Liver Disease,Tenofovir,361
Doc_253,Bangalore,Oncologist,Heart Disease,Aspirin,72
Doc_253,Bangalore,Oncologist,Stroke,Warfarin,332
Doc_253,Bangalore,Oncologist,Skin Infection,Amoxicillin,334
Doc_254,Kolkata,Gastroenterologist,Diabetes,Glipizide,307
Doc_254,Kolkata,Gastroenterologist,Skin Infection,Clindamycin,286
Doc_255,Jaipur,Gastroenterologist,Cancer,Cisplatin,291
Doc_255,Jaipur,Gastroenterologist,Skin Infection,Mupirocin,497
Doc_255,Jaipur,Gastroenterologist,Hypertension,Metoprolol,39
Doc_256,Delhi,Cardiologist,Asthma,Salbutamol,137
Doc_256,Delhi,Cardiologist,Hypertension,Amlodipine,136
Doc_256,Delhi,Cardiologist,Skin Infection,Mupirocin,173
Doc_256,Delhi,Cardiologist,Stroke,Warfarin,203
Doc_257,Ahmedabad,Oncologist,Diabetes,Insulin,84
Doc_258,Ahmedabad,General Physician,Stroke,Clopidogrel,367
Doc_258,Ahmedabad,General Physician,Skin Infection,Amoxicillin,433
Doc_258,Ahmedabad,General Physician,Asthma,Budesonide,384
Doc_258,Ahmedabad,General Physician,Diabetes,Glipizide,243
Doc_259,Pune,Endocrinologist,Diabetes,Glipizide,224
Doc_259,Pune,Endocrinologist,Liver Disease,Ursodeoxycholic Acid,129
Doc_260,Kolkata,General Physician,Asthma,Salbutamol,278
Doc_260,Kolkata,General Physician,Skin Infection,Amoxicillin,412
